cnpj;matriz;data_abertura;n_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cep;bairro;municipio;uf;situacao;classif_natureza_juridica;vl_latitude;vl_longitude;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;simples;qt_filial;simei;de_saude_tributaria;de_nivel_atividade
15136062000100;MATRIZ;1986-09-23;INSTITUTO DE ENSINO E ASSISTENCIA TECNICA ELETRONICA LT;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOS BANDEIRANTES;125;40260120;MATATU DE BROTAS;SALVADOR;BA;BAIXADA;PRIVADO;-12,9726504;-38,4938111;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
17184201078970;FILIAL;1986-06-20;TELECOMUNICACOES DE MINAS GERAIS SA TELEMIG;2038;SOCIEDADE DE ECONOMIA MISTA;RUA QUINTINO MOREIRA;12;35774000;S/N;PARAOPEBA;MG;BAIXADA;MISTA;-19,2760428;-44,405245;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
15136583000150;MATRIZ;1965-12-03;ARTUR WATT IRMAO CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MIGUEL CALMON;63;40015010;COMERCIO;SALVADOR;BA;BAIXADA;PRIVADO;-12,9718268;-38,5129729;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
15361199000150;MATRIZ;1982-10-04;MAMORE AUTO POSTO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA MT 308;SN;78400000;ZONA RURAL;DIAMANTINO;MT;BAIXADA;PRIVADO;-14,4040989;-56,4370932;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
15608045000110;MATRIZ;1983-01-11;FERNANDES & FILHOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PRESIDENTE KENNEDY;409;49400000;SEDE;LAGARTO;SE;BAIXADA;PRIVADO;-10,9122056;-37,6708401;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
07435464000170;MATRIZ;1984-05-30;LUIZ HIPOLITO DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA ODETTE PACHECO;184;60325580;SAO GERARDO;FORTALEZA;CE;BAIXADA;PRIVADO;-3,7271625;-38,5550863;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
08180392000120;MATRIZ;2006-07-26;GIOVANNI CIRACI ME;2135;EMPRESARIO INDIVIDUAL;RUA AFONSO CELSO;561;40140080;CENTRO;SALVADOR;BA;BAIXADA;PRIVADO;-13,0081176;-38,527092;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
02265502000170;MATRIZ;1977-10-01;ILDEU DOS SANTOS ABBADIA;2135;EMPRESARIO INDIVIDUAL;RUA MINAS GERAIS;SN;73850000;CENTRO;CRISTALINA;GO;BAIXADA;PRIVADO;-16,7631914;-47,6075051;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
04907539000180;MATRIZ;2002-02-18;F DE ASSIS MELO ME;2135;EMPRESARIO INDIVIDUAL;RUA DA BANDEIRA;52;62184000;CENTRO;CARIRE;CE;BAIXADA;PRIVADO;-3,94904;-40,4736592;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
12537293000120;MATRIZ;2010-09-16;GERALDO SIMIAO AZEVEDO ME;2135;EMPRESARIO INDIVIDUAL;RUA RICARDO EMILIO MICHEL;66;81250610;CIDADE INDUSTRIAL;CURITIBA;PR;BAIXADA;PRIVADO;-25,4876981;-49,3406071;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
09437544000190;MATRIZ;2008-03-24;H D INFORMATICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DAS BANDEIRAS;806;79081310;JARDIM NHANHA;CAMPO GRANDE;MS;BAIXADA;PRIVADO;-20,4798635;-54,6215663;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
10118122000130;MATRIZ;2008-07-12;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PSDC;3999;ASSOCIACAO PRIVADA;AVENIDA ANTONIETA PASQUARELLI PENTEADO;170;07786515;ALTOS DE JORDANESIA;CAJAMAR;SP;BAIXADA;PRIVADO;-23,3362278;-46,8345215;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
03814359000190;MATRIZ;2000-05-11;ITIBAN CONTABILIDADE LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA JOAO CLAPP;542;14080350;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;BAIXADA;PRIVADO;-21,1606727;-47,8024612;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
61538567000100;MATRIZ;1989-09-21;COPERNOX INOXIDAVEIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANAI;33;03253040;VILA INDUSTRIAL;SAO PAULO;SP;BAIXADA;PRIVADO;-23,6093521;-46,5320263;S/N;1;0;NAO;S/N;NAO;S/N;INATIVA
04966436000190;MATRIZ;2002-03-25;J DE OLIVEIRA MUNIZ PANIFICADORA ME;2135;EMPRESARIO INDIVIDUAL;PRACA DA SOLEDADE;53;55820000;CENTRO;LAGOA DO CARRO;PE;BAIXADA;PRIVADO;-7,844248;-35,3111011;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
64624521000100;MATRIZ;1990-10-02;ARTHUR PEDRO FERREIRA ASSIS;2135;EMPRESARIO INDIVIDUAL;AVENIDA VEREADOR D PASSARINHO;1013;19807155;VL PRUDENCIANA;ASSIS;SP;BAIXADA;PRIVADO;-22,6710153;-50,4381695;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
77365765000150;MATRIZ;1977-06-20;ACCACIO MOSCARDI;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRINCIPAL;SN;87504616;SERRA DOS DOURADOS;UMUARAMA;PR;BAIXADA;PRIVADO;-23,7661064;-53,3206105;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
00326297000180;MATRIZ;1994-11-03;MARCI VICENTE PSCHEIDT ME;2135;EMPRESARIO INDIVIDUAL;RUA VITORINO BACELAR;223;89300000;CENTRO;MAFRA;SC;ATIVA;PRIVADO;-26,1117326;-49,8065079;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
14644627000190;MATRIZ;2011-10-01;FRANCISCO ANTONIO CORREA DE APOIO ESCRITORIO ME;2135;EMPRESARIO INDIVIDUAL;ESTRADA BENEDITO CESARIO DE OLIVEIRA;588;06767280;VILA IASI;TABOAO DA SERRA;SP;ATIVA;PRIVADO;-23,6214512;-46,7888221;S/N;S/N;S/N;SIM;S/N;NAO;AMARELO;MEDIA
13629575000110;MATRIZ;2011-05-02;MARLENE ALVES DE FREITAS ME;2135;EMPRESARIO INDIVIDUAL;RUA 6;SN;74633400;VILA OSVALDO ROSA;GOIANIA;GO;ATIVA;PRIVADO;-16,6591068;-49,278129;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
15581916000150;MATRIZ;2012-05-23;CLAUDENIR MANOEL DE ARAUJO MEI;2135;EMPRESARIO INDIVIDUAL;RUA CUSTODIO NASCIMENTO;20;08380059;JARDIM ROSELI;SAO PAULO;SP;ATIVA;PRIVADO;-23,5948436;-46,4432643;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
03471229000100;MATRIZ;1999-10-02;MOVEIS PORTUGUES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;TRECHO PORTUGUES;39;35300068;CENTRO;CARATINGA;MG;ATIVA;PRIVADO;-19,7896207;-42,1415419;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
06230514000110;MATRIZ;2004-04-23;MERCADAO DE CARNES CACHOEIRINHA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ITABERABA;5107;02739000;VILA N CACHOEIRINHA;SAO PAULO;SP;ATIVA;PRIVADO;-23,474187;-46,6693958;S/N;S/N;S/N;SIM;S/N;NAO;LARANJA;BAIXA
14894610000190;MATRIZ;2012-01-17;JOSIAS ALVES DE CAMPOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA DEDI BARICHELLO MONTAGNER;SN;85660000;CENTRO NORTE;DOIS VIZINHOS;PR;ATIVA;PRIVADO;-25,7464549;-53,0615734;S/N;S/N;S/N;SIM;S/N;SIM;AZUL;MEDIA
05438357000170;MATRIZ;2002-12-02;IOLANDA CIRINO ME;2135;EMPRESARIO INDIVIDUAL;RUA GETULIO VARGAS;SN;58770000;CENTRO;COREMAS;PB;ATIVA;PRIVADO;-7,0190869;-37,9440765;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
13401477000120;MATRIZ;2011-03-21;LAGOA LOTERIAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA COMENDADOR ANTONIO ALVES;704;33600970;CENTRO;PEDRO LEOPOLDO;MG;ATIVA;PRIVADO;-19,6213368;-44,0415215;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
72833999000160;MATRIZ;1966-08-25;MICHEL GEORGES MICHAELIDES ME;2135;EMPRESARIO INDIVIDUAL;RUA XV DE NOVEMBRO;51;16880000;CENTRO;VALPARAISO;SP;ATIVA;PRIVADO;-21,2254231;-50,8683504;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
12481765000170;MATRIZ;2010-08-31;GCR COMERCIO DE MERCADORIAS EM GERAL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DA SAUDADE;32;13150000;CHACARA HORIZONTE;COSMOPOLIS;SP;ATIVA;PRIVADO;-22,6482084;-47,1886192;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
11771732000100;MATRIZ;2010-04-05;ILHA COMERCIO DE ARTIGOS DE SURF LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA SC 405;112;88065000;CAMPECHE;FLORIANOPOLIS;SC;ATIVA;PRIVADO;-27,6619842;-48,501835;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
10441320000130;MATRIZ;2008-10-03;PORTAS PRONTAS BARRETO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO RUSSEL;SN;74942470;JARDIM BURITI SERENO;APARECIDA DE GOIANIA;GO;ATIVA;PRIVADO;-16,820257;-49,2473044;S/N;2;0;SIM;S/N;NAO;VERDE;ALTA
10850466000130;MATRIZ;2009-05-14;SG PROJETOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ALVES DE BRITO;141;88015440;CENTRO;FLORIANOPOLIS;SC;ATIVA;PRIVADO;-27,5859254;-48,5471612;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
10480447000240;FILIAL;2012-02-01;A R L DE SOUZA ROUPAS ME;2135;EMPRESARIO INDIVIDUAL;PRACA DOUTOR GAMA;476;16200003;CENTRO;BIRIGUI;SP;ATIVA;PRIVADO;-21,28913;-50,34124;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
15697292000130;MATRIZ;2012-06-01;PET CAO PRODUTOS VETERINARIOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ALEIXO RODRIGUES DE QUEIROZ;840;75115010;VILA INDUSTRIAL;ANAPOLIS;GO;ATIVA;PRIVADO;-16,328546;-48,953403;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
15217444000150;MATRIZ;2012-03-19;RICARDO FIDELIS MELO ME;2135;EMPRESARIO INDIVIDUAL;FAZENDA MARACUJA;SN;35500970;AREA RURAL;DIVINOPOLIS;MG;ATIVA;PRIVADO;-20,1451261;-44,8916447;S/N;2;0;SIM;S/N;NAO;AZUL;ALTA
15220854000150;MATRIZ;2012-03-19;JOAO BATISTA LIMA DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA GRACIOSA FABRO;114;95055065;DIAMANTINO;CAXIAS DO SUL;RS;ATIVA;PRIVADO;-29,1557242;-51,1393047;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
15740742000120;MATRIZ;2009-12-01;DIRETORIO DO PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO PMDB DO MUNICIPIO DE NOSSA SENHORA DE LOURDES;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA PEROLINA ARAUJO;166;49890000;CENTRO;NOSSA SENHORA DE LOURDES;SE;ATIVA;PUBLICO;-10,0776488;-37,0570297;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
08216974000380;FILIAL;2006-08-16;ALCIDES DOS SANTOS MOREIRA E OUTRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO MONTE AZUL;SN;16640000;DUAS PONTES;BALBINOS;SP;ATIVA;PRIVADO;-21,8967699;-49,3623695;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
01995195000110;MATRIZ;1997-07-16;BESTWAY LOCACOES E SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ALBINO B GABRIL;227;04727030;VILA CRUZEIRO;SAO PAULO;SP;ATIVA;PRIVADO;-23,6427249;-46,7134267;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
03391792000160;MATRIZ;1999-09-03;GEDEAO LOURENCO DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;RUA APOL SATHLER;86;35040060;SANTA RITA;GOVERNADOR VALADARES;MG;ATIVA;PRIVADO;-18,8549317;-41,9559233;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
08457794000390;FILIAL;2010-02-11;ARY ANTONIO MADUREIRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SAO BENEDITO;SN;19880000;AGUA DO FOGO;CANDIDO MOTA;SP;ATIVA;PRIVADO;-22,7466667;-50,3880476;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
14222846000180;MATRIZ;2011-08-24;ACADEMIA C 4 FITNESS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO LOSSO;972;85055310;CONRADINHO;GUARAPUAVA;PR;ATIVA;PRIVADO;-25,3695058;-51,4636864;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
07669934000160;MATRIZ;2005-09-01;M A NOGUEIRA REPRESENTACOES COMERCIAIS ME;2135;EMPRESARIO INDIVIDUAL;RUA LONDRES;450;03731030;VILA LONDRINA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5107859;-46,5360225;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
06137179000100;MATRIZ;2004-02-19;ESPACO CONHECIMENTO CONSULTORIA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA HEITOR PENTEADO;1759;05437000;SUMAREZINHO;SAO PAULO;SP;ATIVA;PRIVADO;-23,5438399;-46,6943593;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
01387360000150;MATRIZ;1996-08-23;CONDOMINIO EDIFICIO ANDRAUS GOLDEN;3085;CONDOMINIO EDILICIO;RUA DESEMBARGADOR MOTTA;2308;80420190;CENTRO;CURITIBA;PR;ATIVA;PRIVADO;-25,435128;-49,2829662;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
45064714000100;MATRIZ;1974-06-17;A M BRANCO ME;2135;EMPRESARIO INDIVIDUAL;RUA CUNHA MOREIRA;162;11015147;ENCRUZILHADA;SANTOS;SP;ATIVA;PRIVADO;-23,9546724;-46,3287734;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
09545298000190;MATRIZ;2008-04-29;PARTIDO DA REPUBLICA PR DE RIACHO DE SANTANA;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;AVENIDA DO AGRICULTOR;SN;46470000;SAO FELIX;RIACHO DE SANTANA;BA;ATIVA;PUBLICO;-13,6063873;-42,9400663;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
40484867000850;FILIAL;1994-10-02;JCE CONSULTORIA E PARTICIPACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA GAGO COUTINHO;SN;41510045;SAO CRISTOVAO;SALVADOR;BA;ATIVA;PRIVADO;-12,9141607;-38,336459;S/N;S/N;S/N;NAO;S/N;NAO;VERMELHO;MEDIA
48346043000150;MATRIZ;1982-01-11;SEBASTIAO MIGUEL DE CAMPOS ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR ATALIBA LEONEL;225;18740000;CENTRO;TAQUARITUBA;SP;ATIVA;PRIVADO;-23,5334414;-49,2439031;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
13567044000140;MATRIZ;2011-04-11;BUT COMERCIO DE ALIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DOUTOR VITAL BRASIL;1108;05503000;BUTANTA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5688671;-46,7147589;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
13598884000170;MATRIZ;2011-05-05;EDEGAR PEREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MANUEL DE MACEDO;386;14030560;JARDIM PIRATININGA;RIBEIRAO PRETO;SP;BAIXADA;PRIVADO;-21,1830653;-47,8363908;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
04056122000150;MATRIZ;2000-09-18;ALZENIR SANTANA COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO URUGUAI;753;40454260;URUGUAI;SALVADOR;BA;ATIVA;PRIVADO;-12,9299892;-38,4924987;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
04841694000140;MATRIZ;2002-01-03;CARRO FACIL VEICULOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CLAUDIONOR WANDERLEY;74;40301155;BOA VIAGEM;SALVADOR;BA;ATIVA;PRIVADO;-12,9303016;-38,5120363;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
66508078000120;MATRIZ;1992-04-16;CONDOMINIO EDIFICIO ELIANA;3085;CONDOMINIO EDILICIO;AVENIDA MARECHAL HERMES;200;11700250;CANTO DO FORTE;PRAIA GRANDE;SP;ATIVA;PRIVADO;-24,0126477;-46,406233;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
11726294000150;MATRIZ;2010-03-15;JAILSON BEZERRA PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA LUDGERO GUILHERME COSTA;111A;62790000;CENTRO;REDENCAO;CE;ATIVA;PRIVADO;-4,2238817;-38,7302215;S/N;1;0;SIM;S/N;NAO;VERDE;ALTA
11959342000150;MATRIZ;2010-05-18;MARIZA CRISTIANE ALTHAUS MEI;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO DE ASSIS;25;85022220;BOQUEIRAO;GUARAPUAVA;PR;ATIVA;PRIVADO;-25,4135668;-51,4746181;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;BAIXA
34481390000180;MATRIZ;1988-12-01;OLIVEIRA & GARCIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOM PEDRO II;1499;76804027;SAO CRISTOVAO;PORTO VELHO;RO;ATIVA;PRIVADO;-8,760919;-63,8962021;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
12555119000100;MATRIZ;2010-09-20;MARGARETE PEREIRA ARCENIO MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARCILIO DIAS;380;88511570;VARZEA;LAGES;SC;ATIVA;PRIVADO;-27,8361769;-50,3106181;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;MEDIA
07907566000140;MATRIZ;2006-03-22;QUANTTO AGENCIA DE MARKETING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA MENDEL;61;35702192;JK;SETE LAGOAS;MG;ATIVA;PRIVADO;-19,4204056;-44,2442282;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
01682355000170;MATRIZ;1997-02-05;ELITON ALVES ME;2135;EMPRESARIO INDIVIDUAL;RUA DO MINUANO;223;79080520;JARDIM MARCOS ROBERTO;CAMPO GRANDE;MS;ATIVA;PRIVADO;-20,4855858;-54,6285346;S/N;1;0;NAO;S/N;NAO;LARANJA;BAIXA
08455770000130;MATRIZ;2006-10-03;DILSON FERREIRA DOS SANTOS BRITAMENTO DE PEDRAS ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA BA 52;900;47400000;ALFREDO HENRIQUE SAMPAIO;XIQUE XIQUE;BA;ATIVA;PRIVADO;-10,8234273;-42,724969;S/N;1;0;NAO;S/N;NAO;AZUL;ALTA
74034307000140;MATRIZ;1993-12-03;ELETRO FRIO ESTRELA DA LIBERDADE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA INDUSTRIAL;180;26021150;POSSE;NOVA IGUACU;RJ;ATIVA;PRIVADO;-22,7319933;-43,4554915;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
14672094000150;MATRIZ;2011-11-02;SEBASTIANA APARECIDA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VICENTE FRANCO TOLENTINO;132;03982180;PARQUE SANTA MADALENA;SAO PAULO;SP;ATIVA;PRIVADO;-23,6125469;-46,506455;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
02521644000150;MATRIZ;1998-05-14;ADRIANA RESENDE LOPES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ROBERT KENNEDY;3073;09860122;JARDIM BRASILANDIA;SAO BERNARDO DO CAMPO;SP;ATIVA;PRIVADO;-23,7177081;-46,5732203;S/N;S/N;S/N;SIM;S/N;NAO;VERMELHO;MEDIA
14133477000150;MATRIZ;2011-08-17;ORLANDO PINHO GUIMARAES ME;2135;EMPRESARIO INDIVIDUAL;PRACA VEREADOR JOSE MARQUES BORGES;78;46220000;CENTRO;RIO DO ANTONIO;BA;ATIVA;PRIVADO;-14,4075968;-42,0724884;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
06021074000190;MATRIZ;2003-11-01;MARCIA R LIMA AUTOMOVEIS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES;560;80320300;SANTA QUITERIA;CURITIBA;PR;ATIVA;PRIVADO;-25,4572615;-49,3034942;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
07784989000110;MATRIZ;2006-01-05;FARLEY SILVA LEITE ME;2135;EMPRESARIO INDIVIDUAL;RUA FREI EUSTAQUIO;52A;39400612;SAO JUDAS TADEU;MONTES CLAROS;MG;ATIVA;PRIVADO;-16,7473624;-43,8609503;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
14550570000160;MATRIZ;2011-11-01;WELLINGTON ALVES DE LIMA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO DE SIQUEIRA AFONSO;281;08452000;LAJEADO;SAO PAULO;SP;ATIVA;PRIVADO;-23,5379837;-46,3959428;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
14570622000160;MATRIZ;2011-10-02;S A R BANSI ME;2135;EMPRESARIO INDIVIDUAL;RUA WILSON TRONCOSO;958;16204155;RESIDENCIAL ALVORADA;BIRIGUI;SP;ATIVA;PRIVADO;-21,2915055;-50,3436312;S/N;S/N;S/N;SIM;S/N;NAO;AMARELO;MEDIA
01052752000240;FILIAL;1973-01-31;ASAS DE SOCORRO;3999;ASSOCIACAO PRIVADA;RUA FRANCISCO VALOIS;SN;75104280;SETOR INDUSTRIAL AEROPORTO;ANAPOLIS;GO;ATIVA;PRIVADO;-16,3596741;-48,9269257;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
09353200000100;MATRIZ;2008-02-08;B P GONSIORKIEWICZ ME;2135;EMPRESARIO INDIVIDUAL;RUA PARAIBA;SN;47850000;CENTRO;LUIS EDUARDO MAGALHAES;BA;ATIVA;PRIVADO;-12,079662;-45,7988017;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
09102759000150;MATRIZ;2007-05-28;I DE L MOREIRA DE MORAES CALCADOS ME;2135;EMPRESARIO INDIVIDUAL;RUA ALFREDO SCHURIG;67;12327005;CENTRO;JACAREI;SP;ATIVA;PRIVADO;-23,305827;-45,9691692;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;BAIXA
09310725000150;MATRIZ;2008-01-10;CLINICA ODONTOLOGICA ODONTOSAUDE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA F;386;68515000;UNIAO;PARAUAPEBAS;PA;ATIVA;PRIVADO;-6,0686758;-49,9050556;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
08374337000170;MATRIZ;2006-10-02;SALUSTIANO JOAQUIM TONCHIS;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA MUNICIPAL TURIUBA A MONCOES;S/N;15280000;PALMEIRAS;TURIUBA;SP;ATIVA;PRIVADO;-20,9475914;-50,1104467;S/N;S/N;S/N;NAO;1;NAO;AMARELO;MEDIA
08225677000130;MATRIZ;2006-08-04;RAFAELA DE O G ELIAS CALHAS EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA ALIADOS;484;14080570;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;ATIVA;PRIVADO;-21,1502253;-47,8020031;S/N;1;0;SIM;S/N;NAO;VERDE;ALTA
13865327000410;FILIAL;2012-03-20;HOKKAI COMERCIO E SERVICOS DE ALIMENTACAO EIRELI EPP;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA DEPUTADO LACERDA FRANCO;553;05418001;PINHEIROS;SAO PAULO;SP;ATIVA;PRIVADO;-23,5607191;-46,6926222;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
15296818000170;MATRIZ;2012-03-30;PALOMA VEBER SOETHE MEI;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO KNABBEM;SN;88735000;TERMAS DO GRAVATAL;GRAVATAL;SC;ATIVA;PRIVADO;-28,3212662;-49,0431687;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;MEDIA
08402134000140;MATRIZ;2006-10-02;MARIA EMILIA APARECIDA VIANA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SINAI;SN;19470000;CAMPINAL;PRESIDENTE EPITACIO;SP;ATIVA;PRIVADO;-21,7668575;-52,1096427;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
59121624000100;MATRIZ;1988-06-23;COMERCIAL T PAULISTA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA OTTO BAUMGART;500;02049000;VILA GUILHERME;SAO PAULO;SP;ATIVA;PRIVADO;-23,5144575;-46,615003;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
92112333000120;MATRIZ;1988-05-03;C A S GONCALVES ME;2135;EMPRESARIO INDIVIDUAL;RUA PC ALEXANDRITA;205;94431700;LOTEAMENTO ELDORADO;VIAMAO;RS;ATIVA;PRIVADO;-30,0722165;-51,0969571;S/N;1;0;NAO;S/N;NAO;AZUL;MEDIA
